sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id
T250-xenograft3,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T250
T250-xenograft8,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T250
T127-xenograft1,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T127
T127-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T127
T127-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T127
T127-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T162-xenograft1,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T162
T162-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T162
T162-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T162
T162-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T162
T302-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T302
T302-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T302
T302-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T302
T302-xenograft3,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T302
T302-xenograft3,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T302
T241-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T241
T241-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T241
T241-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T241
T250-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T250
T250-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T250
T250-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T250
T283-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T283
T283-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T283
T283-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T283
T162-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T162
T127-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T127
T241-xenograft1,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T241
T127-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T127
T127-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T127
T127-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T127
T162-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T162
T162-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T162
T162-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T162
T250-xenograft1,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T250
T302-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T302
T302-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T302
T302-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T302
T241-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T241
T162-xenograft3,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T162
T127-xenograft3,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T127
T283-xenograft1,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T283
T283-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T283
T250-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T250
T250-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T250
T250-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,cytogenetics_immunohistochemistry,T250
T302-xenograft1,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T302
T302-xenograft2,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T302
T336-xenograft1,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T336
T336-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T336
T336-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T336
T336-primary,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,expression_Illumina_HiSeq2000_(50bp_PE),T336
T302-xenograft3,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,mutation_Illumina_HiSeq_(50bp_PE),T302
T302-xenograft3,copy_number_alteration_Agilent_aCGH,cna,NKI,copy number alteration,Agilent aCGH,arraw comparative genomic hybridization,copy_number_alteration_Agilent_aCGH,T302
T127-xenograft4,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T127-xenograft5,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T127-xenograft7,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T127-xenograft7,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,cytogenetics_immunohistochemistry,T127
T127-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T127
T127-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T127
T127-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T127-xenograft8,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T127-xenograft9,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T127
T162-xenograft4,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T162
T162-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T162
T162-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T162
T162-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T162
T162-xenograft5,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T162
T162-xenograft5,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,cytogenetics_immunohistochemistry,T162
T162-xenograft6,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T162
T241-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T241
T241-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T241
T241-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T241
T241-xenograft4,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T241
T250-xenograft2,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T250
T250-xenograft2,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T250
T250-xenograft2,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,cytogenetics_immunohistochemistry,T250
T250-xenograft4,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T250
T250-xenograft5,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T250
T250-xenograft6,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T250
T250-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T250
T250-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T250
T250-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T250
T283-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T283
T283-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T283
T283-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T283
T283-xenograft4,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T283
T302-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T302
T302-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T302
T302-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T302
T302-xenograft4,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T302
T336-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,mutation_Illumina_HiSeq_(50bp_PE),T336
T336-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,copy_number_alteration_Agilent_aCGH,T336
T336-primary,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T336
T336-xenograft3,expression_Illumina_HiSeq2000_(50bp_PE),expression,NKI,expression,Illumina HiSeq2000 (50bp PE),RNA sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T336
T127-xenograft7,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,expression_Illumina_HiSeq2000_(50bp_PE),T127
T127-xenograft7,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T127
T162-xenograft5,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,expression_Illumina_HiSeq2000_(50bp_PE),T162
T162-xenograft5,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T162
T241-xenograft5,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T241
T250-xenograft2,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,copy_number_alteration_Agilent_aCGH,T250
T250-xenograft2,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,expression_Illumina_HiSeq2000_(50bp_PE),T250
T250-xenograft2,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T250
T283-xenograft5,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T283
T302-xenograft5,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T302
T336-xenograft5,cytogenetics_immunohistochemistry,biomarker,NKI,biomarker,immunohistochemistry,,cytogenetics_immunohistochemistry,T336
QV3HV5JE9,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,361931-004-R
QV3HV6JE2,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,361931-004-R
JT2J23,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,361931-004-R
JT2J24,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,361931-004-R
J31M848,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,381576-328-R
J31,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,381576-328-R
I18NA5E16,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,391396-364-R
I18NA5,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,391396-364-R
I18NA6M938M93M817,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,391396-364-R
I18NA6M938M93,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,391396-364-R
I18NA7E17,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,391396-364-R
I18,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,391396-364-R
E9CF79N98,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328469-098-R
E9CF79,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328469-098-R
E9CF81N88,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328469-098-R
E9CF81N89,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328469-098-R
E9CF81N91,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328469-098-R
E9C,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328469-098-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,289738-340-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,551195-344-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,449892-231-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,292632-238-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,BL0382-F1232
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,CN0330-F216
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,CN0375-F725
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,BL0479-F1894
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,SA0426-F1136
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,193832-021-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,784581-064-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,116655-072-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,167148-078-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,323392-091-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,648538-100-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,995276-142-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,274332-332-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,485368-065-R3
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,825966-067-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,377594-074-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,835911-074-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,176374-079-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,778377-087-R
ORIGINATOR,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,989133-093-R
