model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
SIDM01010,CMP,Cell Line,"PMID: 9787181,PMID: 15356658,PMID: 26589293,PMID: 25355872,PMID: 9738977,PMID: 22460905,PMID: 27397505,PMID: 20922763,PMID: 30285677,PMID: 20164919,PMID: 17170727,PMID: 8558920,PMID: 3260522,PMID: 31978347,PMID: 11494142,PMID: 28196595,PMID: 31068700,PMID: 26657151,PMID: 11021758,PMID: 28356514,PMID: 35839778,PMID: 30629668,PMID: 29899875,PMID: 30894373",25,Anaplastic Large Cell Lymphoma,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM00687,CMP,Cell Line,"PMID: 11107048,PMID: 26589293,PMID: 1370612,PMID: 29435981,PMID: 22460905,PMID: 27397505,PMID: 1933850,PMID: 24587255,PMID: 20164919,PMID: 9023415,PMID: 24807215,PMID: 31978347,PMID: 9290701,PMID: 28196595,PMID: 31068700,PMID: 3518877,PMID: 6862145,PMID: 25877200,PMID: 35839778,PMID: 32028591,PMID: 3962675,PMID: 20215515,PMID: 15723654,PMID: 25960936,PMID: 30971826,PMID: 17505008,PMID: 1778766,PMID: 9247707,PMID: 11314020,PMID: 30894373,PMID: 209229,PMID: 25485619",55,Signet Ring Cell Gastric Adenocarcinoma,Metastatic,Stomach,Male,Not provided,Cell Line
SIDM00603,CMP,Cell Line,"PMID: 35839778,PMID: 27397505,PMID: 20215515,PMID: 17599052,PMID: 8314315,PMID: 30894373,PMID: 20164919",51,Head and Neck Squamous Cell Carcinoma,Primary,Head and Neck,Male,Not provided,Cell Line
SIDM00683,CMP,Cell Line,"PMID: 30305041,PMID: 22460905,PMID: 27397505,PMID: 23117885,PMID: 20164919,PMID: 31978347,PMID: 28145883,PMID: 31068700,PMID: 8104329,PMID: 2734981,PMID: 23325432,PMID: 35839778,PMID: 30894373,PMID: 15833837,PMID: 20215515,PMID: 11172901,PMID: 30971826,PMID: 10092147,PMID: 15389782,PMID: 31395879,PMID: 12725112",50,Prostate Carcinoma,Metastatic,Prostate,Male,White,Cell Line
SIDM00293,CMP,Cell Line,"PMID: 19472407,PMID: 35839778,PMID: 3022030,PMID: 10536175,PMID: 27397505,PMID: 23716474,PMID: 1847845,PMID: 12107105,PMID: 20557307,PMID: 15901131,PMID: 30894373,PMID: 11005564,PMID: 1312700,PMID: 20164919",63,Small Cell Lung Carcinoma,Primary,Lung,Male,East Asian,Cell Line
SIDM00003,CMP,Cell Line,"PMID: 17088437,PMID: 27397505,PMID: 2041050,PMID: 19727395,PMID: 23933261,PMID: 27807467,PMID: 3658923,PMID: 945229,PMID: 29492214,PMID: 18277095,PMID: 1260767,PMID: 28940260,PMID: 2060184,PMID: 6876798,PMID: 23856246,PMID: 204583,PMID: 11121133,PMID: 28196595,PMID: 22384151,PMID: 12068308,PMID: 3674770,PMID: 954005,PMID: 22068913,PMID: 19549886,PMID: 6470027,PMID: 19372543,PMID: 22628656,PMID: 19799798,PMID: 10700174,PMID: 3046746,PMID: 21863025,PMID: 30971826,PMID: 24279929,PMID: 24670534,PMID: 15748285,PMID: 27377824,PMID: 1918136,PMID: 8618233,PMID: 22347499,PMID: 30894373",Not provided,Amelanotic Melanoma,Not provided,Skin,Male,Not provided,Cell Line
SIDM00437,CMP,Cell Line,"PMID: 28052028,PMID: 22354205,PMID: 22460905,PMID: 27397505,PMID: 10233379,PMID: 12529668,PMID: 14671638,PMID: 30285677,PMID: 10739008,PMID: 29491412,PMID: 11226526,PMID: 28109323,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 16408098,PMID: 10637496,PMID: 23955599,PMID: 25877200,PMID: 35839778,PMID: 15381384,PMID: 14504097,PMID: 33669837,PMID: 31160637,PMID: 30629668,PMID: 9305600,PMID: 27750403,PMID: 25984343,PMID: 30894373",20,Adult Acute Myeloid Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM00425,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 22705003,PMID: 27397505,PMID: 17671176,PMID: 23839242,PMID: 20081105,PMID: 24023729,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 9328139,PMID: 20215515,PMID: 23430509,PMID: 7535723,PMID: 11121861,PMID: 30485824,PMID: 15677628,PMID: 30894373,PMID: 25485619",78,Ovarian Clear Cell Adenocarcinoma,Metastatic,Ovary,Female,East Asian,Cell Line
SIDM01156,CMP,Cell Line,"PMID: 3518877,PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 17426248,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 1855224,PMID: 31068700,PMID: 30894373",69,Small Cell Lung Carcinoma,Primary,Lung,Male,White,Cell Line
SIDM00435,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 22460905,PMID: 12526922,PMID: 27397505,PMID: 31978347,PMID: 30285677,PMID: 30629668,PMID: 31068700,PMID: 16408098,PMID: 30894373,PMID: 25485619",77,Adult Acute Myeloid Leukemia,Primary,Haematopoietic and Lymphoid,Female,East Asian,Cell Line
SIDM01023,CMP,Cell Line,"PMID: 26589293,PMID: 3162233,PMID: 25984343,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 14671638,PMID: 30285677,PMID: 8225390,PMID: 31160637,PMID: 7833491,PMID: 30629668,PMID: 31068700,PMID: 16408098,PMID: 15843827,PMID: 30894373,PMID: 20164919",64,Adult Acute Monocytic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM00253,CMP,Cell Line,"PMID: 15892104,PMID: 35839778,PMID: 7838528,PMID: 8516298,PMID: 18923524,PMID: 20655465,PMID: 27397505,PMID: 11550280,PMID: 22213050,PMID: 10935473,PMID: 30894373,PMID: 30971826,PMID: 20164919",Not provided,Neuroblastoma,Metastatic,Peripheral Nervous System,Male,Not provided,Cell Line
SIDM00758,CMP,Cell Line,"PMID: 30038707,PMID: 27397505,PMID: 20679594,PMID: 16187286,PMID: 20164919,PMID: 10987304,PMID: 22961666,PMID: 28196595,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 20215515,PMID: 8806092,PMID: 30971826,PMID: 11030152,PMID: 24297535,PMID: 31803961,PMID: 30894373,PMID: 29681454",47,Lung Adenocarcinoma,Metastatic,Lung,Female,White,Cell Line
SIDM00702,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 30038707,PMID: 22460905,PMID: 27397505,PMID: 11314036,PMID: 16187286,PMID: 20164919,PMID: 10987304,PMID: 24135919,PMID: 31978347,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 25877200,PMID: 35839778,PMID: 16157194,PMID: 18083107,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 25984343,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 29681454,PMID: 25485619",46,Lung Adenocarcinoma,Metastatic,Lung,Female,White,Cell Line
SIDM00700,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 27397505,PMID: 20215515,PMID: 28196595,PMID: 31803961,PMID: 30894373,PMID: 8806092,PMID: 29681454,PMID: 25485619",Not provided,Non-Small Cell Lung Carcinoma,Primary,Lung,Not provided,Not provided,Cell Line
SIDM00144,CMP,Cell Line,"PMID: 19472407,PMID: 17088437,PMID: 26589293,PMID: 24465237,PMID: 22336246,PMID: 15900046,PMID: 30038707,PMID: 22460905,PMID: 33425914,PMID: 20510196,PMID: 27397505,PMID: 11583962,PMID: 2041050,PMID: 23933261,PMID: 27807467,PMID: 3335022,PMID: 20164919,PMID: 7718330,PMID: 3940644,PMID: 24135919,PMID: 8626706,PMID: 23381221,PMID: 31978347,PMID: 22961666,PMID: 23856246,PMID: 8385084,PMID: 17332333,PMID: 28196595,PMID: 20557307,PMID: 31068700,PMID: 22384151,PMID: 12068308,PMID: 1563005,PMID: 22068913,PMID: 15746151,PMID: 25120651,PMID: 19372543,PMID: 19941903,PMID: 25877200,PMID: 18083107,PMID: 35839778,PMID: 12794755,PMID: 20215515,PMID: 22628656,PMID: 10700174,PMID: 10358721,PMID: 1311061,PMID: 8806092,PMID: 24279929,PMID: 2388294,PMID: 24670534,PMID: 15748285,PMID: 27377824,PMID: 11030152,PMID: 11551417,PMID: 22347499,PMID: 31803961,PMID: 29444439,PMID: 30894373,PMID: 29681454,PMID: 25485619",Not provided,Large Cell Lung Carcinoma,Metastatic,Lung,Male,Not provided,Cell Line
SIDM00444,CMP,Cell Line,"PMID: 23795680,PMID: 35839778,PMID: 28504813,PMID: 27397505,PMID: 20075370,PMID: 27594985,PMID: 11407472,PMID: 30894373,PMID: 30971826",47,Esophageal Adenocarcinoma,Metastatic,Esophagus,Male,White,Cell Line
SIDM00220,CMP,Cell Line,"PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31068700,PMID: 15677628,PMID: 30894373,PMID: 8690298,PMID: 30971826,PMID: 20164919",39,Ovarian Serous Adenocarcinoma,Metastatic,Ovary,Female,Not provided,Cell Line
SIDM00092,CMP,Cell Line,"PMID: 17088437,PMID: 26589293,PMID: 22336246,PMID: 22460905,PMID: 27397505,PMID: 2041050,PMID: 1348364,PMID: 23933261,PMID: 27807467,PMID: 3335022,PMID: 12080474,PMID: 12960427,PMID: 20164919,PMID: 7718330,PMID: 23839242,PMID: 31978347,PMID: 9041185,PMID: 24023729,PMID: 23856246,PMID: 28196595,PMID: 27235858,PMID: 31068700,PMID: 22384151,PMID: 22068913,PMID: 25877200,PMID: 35839778,PMID: 19372543,PMID: 3930572,PMID: 6372095,PMID: 6385258,PMID: 22628656,PMID: 10700174,PMID: 30971826,PMID: 24279929,PMID: 25984343,PMID: 24670534,PMID: 15748285,PMID: 2307530,PMID: 27377824,PMID: 22347499,PMID: 32612269,PMID: 30894373,PMID: 25485619",Not provided,High Grade Ovarian Serous Adenocarcinoma,Primary,Ovary,Female,Not provided,Cell Line
SIDM00449,CMP,Cell Line,"PMID: 26589293,PMID: 1720549,PMID: 22460905,PMID: 11843816,PMID: 27397505,PMID: 30285677,PMID: 29786757,PMID: 3455845,PMID: 31978347,PMID: 10490826,PMID: 31068700,PMID: 35839778,PMID: 20215515,PMID: 9067587,PMID: 35124168,PMID: 16523483,PMID: 1967982,PMID: 30894373,PMID: 35354797",8,Childhood B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM00426,CMP,Cell Line,"PMID: 26589293,PMID: 11051265,PMID: 35839778,PMID: 22460905,PMID: 23665679,PMID: 22142829,PMID: 32758582,PMID: 26351324,PMID: 27397505,PMID: 31978347,PMID: 20922763,PMID: 23882450,PMID: 31068700,PMID: 17471488,PMID: 19235922,PMID: 30894373,PMID: 31448612",Not provided,Alveolar Rhabdomyosarcoma,Primary,Soft Tissue,Female,Not provided,Cell Line
SIDM00382,CMP,Cell Line,"PMID: 26589293,PMID: 35839778,PMID: 25984343,PMID: 22460905,PMID: 3708752,PMID: 27397505,PMID: 20215515,PMID: 2829496,PMID: 3335022,PMID: 31068700,PMID: 30894373,PMID: 16232199,PMID: 30971826,PMID: 20164919",Not provided,Glioblastoma,Primary,Central Nervous System,Female,Not provided,Cell Line
SIDM01108,CMP,Cell Line,"PMID: 19935656,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 26361996,PMID: 7017212,PMID: 24135919,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 12068308,PMID: 3518877,PMID: 35839778,PMID: 12794755,PMID: 20215515,PMID: 9636188,PMID: 1855224,PMID: 6935474,PMID: 833871,PMID: 29444439,PMID: 30894373",60,Lung Adenocarcinoma,Primary,Lung,Female,White,Cell Line
SIDM01199,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 31063779,PMID: 8824565,PMID: 23887712,PMID: 31978347,PMID: 25574106,PMID: 28196595,PMID: 31068700,PMID: 7543080,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 23505090,PMID: 19956504,PMID: 31378681,PMID: 30894373,PMID: 25485619",40,Hepatocellular Carcinoma,Primary,Liver,Male,East Asian,Cell Line
SIDM00832,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 28683746,PMID: 27397505,PMID: 26537799,PMID: 7104989,PMID: 25944804,PMID: 29101300,PMID: 924690,PMID: 20164919,PMID: 20570890,PMID: 286328,PMID: 31978347,PMID: 16418264,PMID: 31068700,PMID: 1000501,PMID: 12068308,PMID: 18258742,PMID: 3518877,PMID: 20606684,PMID: 10737795,PMID: 25877200,PMID: 35839778,PMID: 25926053,PMID: 12584437,PMID: 28854368,PMID: 23272949,PMID: 20215515,PMID: 9294210,PMID: 24755471,PMID: 7972006,PMID: 11668190,PMID: 29444439,PMID: 30894373,PMID: 24042735,PMID: 25485619",81,Colon Adenocarcinoma,Primary,Large Intestine,Female,White,Cell Line
SIDM00249,CMP,Cell Line,"PMID: 15172977,PMID: 35839778,PMID: 25984343,PMID: 22460905,PMID: 27397505,PMID: 9290701,PMID: 17804709,PMID: 31068700,PMID: 8509434,PMID: 30894373,PMID: 9096669,PMID: 30971826,PMID: 20164919",Not provided,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Female,Not provided,Cell Line
SIDM01191,CMP,Cell Line,"PMID: 17354236,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 21519327,PMID: 23144859,PMID: 2823272,PMID: 8040301,PMID: 18359981,PMID: 24618588,PMID: 2233717,PMID: 25894527,PMID: 22068332,PMID: 20164919,PMID: 7017212,PMID: 31978347,PMID: 8275086,PMID: 28196595,PMID: 31068700,PMID: 8617485,PMID: 3518877,PMID: 25877200,PMID: 35839778,PMID: 29853780,PMID: 26351324,PMID: 20215515,PMID: 12645653,PMID: 24136885,PMID: 77569,PMID: 15150091,PMID: 25960936,PMID: 833871,PMID: 19787792,PMID: 23649806,PMID: 6081590,PMID: 22278370,PMID: 17981215,PMID: 15736406,PMID: 30894373,PMID: 25485619",15,Osteosarcoma,Primary,Bone,Female,White,Cell Line
SIDM00417,CMP,Cell Line,"PMID: 10936422,PMID: 26589293,PMID: 6350451,PMID: 22460905,PMID: 9685479,PMID: 27397505,PMID: 30285677,PMID: 8943038,PMID: 2140233,PMID: 2985879,PMID: 11429052,PMID: 17229644,PMID: 17171682,PMID: 20164919,PMID: 16956823,PMID: 32123307,PMID: 18647998,PMID: 4104421,PMID: 17692805,PMID: 28196595,PMID: 31068700,PMID: 10583232,PMID: 30545397,PMID: 25877200,PMID: 10087940,PMID: 25688540,PMID: 35839778,PMID: 2537114,PMID: 21173094,PMID: 20215515,PMID: 22806891,PMID: 31160637,PMID: 10557056,PMID: 14555701,PMID: 23074853,PMID: 3874327,PMID: 15215163,PMID: 11157491,PMID: 1643757,PMID: 11154231,PMID: 4097745,PMID: 3159941,PMID: 23992230,PMID: 30894373,PMID: 1720489,PMID: 1373872,PMID: 25485619",53,Plasma Cell Myeloma,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01102,CMP,Cell Line,"PMID: 35839778,PMID: 29892436,PMID: 7798274,PMID: 33198927,PMID: 27397505,PMID: 20215515,PMID: 1677771,PMID: 30894373",5,Hereditary Spherocytosis,Primary,Haematopoietic and Lymphoid,Male,White,Cell Line
SIDM00027,CMP,Cell Line,"PMID: 3518877,PMID: 25010205,PMID: 833871,PMID: 327080,PMID: 7459858,PMID: 30924592,PMID: 28489074,PMID: 571047,PMID: 17154184,PMID: 31006967,PMID: 20215515,PMID: 6244232,PMID: 28196595,PMID: 31068700,PMID: 30894373,PMID: 20164919",25,Renal Cell Carcinoma,Metastatic,Kidney,Female,White,Cell Line
SIDM00012,CMP,Cell Line,,Not provided,Melanoma,Primary,Skin,Not provided,Not provided,Cell Line
SIDM00124,CMP,Cell Line,"PMID: 6954533,PMID: 17088437,PMID: 7459858,PMID: 26589293,PMID: 28489074,PMID: 22460905,PMID: 15585611,PMID: 27397505,PMID: 2041050,PMID: 23933261,PMID: 27807467,PMID: 7915601,PMID: 3335022,PMID: 22282976,PMID: 20164919,PMID: 450131,PMID: 17409424,PMID: 327080,PMID: 31978347,PMID: 23856246,PMID: 28196595,PMID: 31068700,PMID: 6825208,PMID: 22384151,PMID: 6401685,PMID: 11146448,PMID: 26759240,PMID: 6244232,PMID: 22068913,PMID: 25877200,PMID: 35839778,PMID: 19372543,PMID: 10929426,PMID: 15604581,PMID: 4357758,PMID: 20215515,PMID: 22628656,PMID: 27141528,PMID: 26972028,PMID: 6935474,PMID: 10700174,PMID: 9488600,PMID: 22949125,PMID: 24279929,PMID: 833871,PMID: 375235,PMID: 24670534,PMID: 571047,PMID: 15748285,PMID: 27993170,PMID: 27377824,PMID: 10723130,PMID: 22347499,PMID: 30894373,PMID: 8493574,PMID: 25485619",52,Renal Cell Carcinoma,Primary,Kidney,Female,White,Cell Line
SIDM00129,CMP,Cell Line,"PMID: 35839778,PMID: 10766161,PMID: 27397505,PMID: 30894373",Not provided,Cutaneous Melanoma,Not provided,Skin,Male,Not provided,Cell Line
SIDM02102,CMP,Cell Line,,75,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Cell Line
SIDM00211,CMP,Cell Line,"PMID: 9444945,PMID: 35839778,PMID: 27397505,PMID: 14671638,PMID: 20164919,PMID: 30894373,PMID: 35354797",0.33,Childhood B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM00258,CMP,Cell Line,"PMID: 35839778,PMID: 7838528,PMID: 27397505,PMID: 20655465,PMID: 11550280,PMID: 22213050,PMID: 9516836,PMID: 10935473,PMID: 30894373,PMID: 20164919",0.1,Neuroblastoma,Metastatic,Peripheral Nervous System,Female,Not provided,Cell Line
SIDM02104,CMP,Cell Line,,79,Ampulla of Vater Adenocarcinoma,Primary,Small Intestine,Female,East Asian,Cell Line
SIDM02106,CMP,Cell Line,PMID: 6532401,54,Endometrial Adenocarcinoma,Not provided,Endometrium,Female,East Asian,Cell Line
SIDM00436,CMP,Cell Line,"PMID: 9305600,PMID: 21552520,PMID: 12529668",20,Adult Acute Myeloid Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM02076,CMP,Organoid,,73,Esophageal Adenocarcinoma,Primary,Esophagus,Male,Not provided,Organoid
SIDM02040,CMP,Organoid,,46,Esophageal Adenocarcinoma,Primary,Esophagus,Male,White,Organoid
SIDM00345,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 1845952,PMID: 20215515,PMID: 31978347,PMID: 2473086,PMID: 31068700,PMID: 30894373,PMID: 2840315,PMID: 25485619",61,Large Cell Lung Carcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM02052,CMP,Organoid,,62,Esophageal Adenocarcinoma,Primary,Esophagus,Male,White,Organoid
SIDM02038,CMP,Organoid,,61,Cecum Adenocarcinoma,Metastatic,Large Intestine,Female,White,Organoid
SIDM02044,CMP,Organoid,,62,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02048,CMP,Organoid,,64,Colon Adenocarcinoma,Primary,Large Intestine,Female,White,Organoid
SIDM02050,CMP,Organoid,,74,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02078,CMP,Organoid,,57,Pancreatic Adenocarcinoma,Primary,Pancreas,Female,White,Organoid
SIDM02060,CMP,Organoid,,54,Pancreatic Adenocarcinoma,Primary,Pancreas,Female,White,Organoid
SIDM02042,CMP,Organoid,,69,Pancreatic Adenocarcinoma,Primary,Pancreas,Male,Not provided,Organoid
SIDM02046,CMP,Organoid,,66,Pancreatic Adenocarcinoma,Primary,Pancreas,Female,Not provided,Organoid
SIDM02049,CMP,Organoid,,78,Pancreatic Adenocarcinoma,Primary,Pancreas,Female,White,Organoid
SIDM02077,CMP,Organoid,,78,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02069,CMP,Organoid,,64,Rectal Adenocarcinoma,Primary,Large Intestine,Female,Not provided,Organoid
SIDM02056,CMP,Organoid,,53,Pancreatic Carcinoma,Primary,Pancreas,Female,White,Organoid
SIDM02062,CMP,Organoid,,64,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02064,CMP,Organoid,,84,Colon Adenocarcinoma,Metastatic,Large Intestine,Male,White,Organoid
SIDM02065,CMP,Organoid,,68,Rectal Adenocarcinoma,Metastatic,Large Intestine,Male,White,Organoid
SIDM02066,CMP,Organoid,,51,Cecum Adenocarcinoma,Metastatic,Large Intestine,Male,White,Organoid
SIDM02068,CMP,Organoid,,61,Esophageal Adenocarcinoma,Primary,Esophagus,Male,White,Organoid
SIDM02070,CMP,Organoid,,58,Esophageal Adenocarcinoma,Primary,Esophagus,Male,White,Organoid
SIDM02072,CMP,Organoid,,57,Colon Mucinous Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02074,CMP,Organoid,,65,Esophageal Adenocarcinoma,Primary,Esophagus,Male,White,Organoid
SIDM02080,CMP,Organoid,,69,Pancreatic Adenocarcinoma,Primary,Pancreas,Male,Not provided,Organoid
SIDM02059,CMP,Organoid,,80,Cecum Adenocarcinoma,Primary,Large Intestine,Female,White,Organoid
SIDM02047,CMP,Organoid,,69,Rectal Adenocarcinoma,Primary,Large Intestine,Female,Not provided,Organoid
SIDM02039,CMP,Organoid,,60,Colon Adenocarcinoma,Primary,Large Intestine,Female,White,Organoid
SIDM02041,CMP,Organoid,,61,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02045,CMP,Organoid,,84,Colon Adenocarcinoma,Primary,Large Intestine,Female,White,Organoid
SIDM02051,CMP,Organoid,,72,Colon Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02053,CMP,Organoid,,57,Rectal Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM02055,CMP,Organoid,,65,Rectal Adenocarcinoma,Primary,Large Intestine,Male,White,Organoid
SIDM00368,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 8286010,PMID: 27397505,PMID: 15185009,PMID: 11005564,PMID: 20164919,PMID: 15016488,PMID: 9413215,PMID: 23066953,PMID: 23381221,PMID: 31978347,PMID: 9290701,PMID: 31068700,PMID: 25120651,PMID: 35839778,PMID: 10536175,PMID: 20215515,PMID: 10358721,PMID: 22399608,PMID: 12107105,PMID: 30894373",Not provided,Small Cell Lung Carcinoma,Not provided,Lung,Male,Not provided,Cell Line
SIDM00480,CMP,Cell Line,"PMID: 26589293,PMID: 25230021,PMID: 22460905,PMID: 6744227,PMID: 23415752,PMID: 28273451,PMID: 27397505,PMID: 20164919,PMID: 2653399,PMID: 23839242,PMID: 28196595,PMID: 31068700,PMID: 11414198,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 30971826,PMID: 25984343,PMID: 8795574,PMID: 30485824,PMID: 30894373,PMID: 25485619",Not provided,Ovarian Serous Cystadenocarcinoma,Metastatic,Ovary,Female,Not provided,Cell Line
SIDM00482,CMP,Cell Line,"PMID: 35839778,PMID: 17254797,PMID: 27397505,PMID: 6967232,PMID: 4169031,PMID: 30894373,PMID: 20164919",51,Chronic Myelogenous Leukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM00036,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 22460905,PMID: 20215515,PMID: 8576285,PMID: 31068700,PMID: 25926053,PMID: 9359923,PMID: 30894373,PMID: 25485619",Not provided,Colon Carcinoma,Metastatic,Large Intestine,Not provided,Not provided,Cell Line
SIDM00037,CMP,Cell Line,"PMID: 22460905,PMID: 31978347,PMID: 20215515,PMID: 31068700,PMID: 30894373",39,Endometrial Adenocarcinoma,Primary,Endometrium,Female,Not provided,Cell Line
SIDM00057,CMP,Cell Line,"PMID: 15150552,PMID: 1354203,PMID: 2467885,PMID: 8509230,PMID: 30894373,PMID: 20164919",Not provided,Neuroblastoma,Primary,Peripheral Nervous System,Not provided,Not provided,Cell Line
SIDM00070,CMP,Cell Line,"PMID: 30894373,PMID: 9734661,PMID: 10784388,PMID: 9766492",42,Primary Effusion Lymphoma,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM00376,CMP,Cell Line,"PMID: 26589293,PMID: 35839778,PMID: 20164919,PMID: 22460905,PMID: 27397505,PMID: 30285677,PMID: 30629668,PMID: 31068700,PMID: 16408098,PMID: 15843827,PMID: 30894373,PMID: 35354797",10,Childhood B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Male,White,Cell Line
SIDM00644,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 16187286,PMID: 20164919,PMID: 10987304,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 12068308,PMID: 27602502,PMID: 25877200,PMID: 16157194,PMID: 20215515,PMID: 9559342,PMID: 1311061,PMID: 8806092,PMID: 11416159,PMID: 14762065,PMID: 11030152,PMID: 35117401,PMID: 31803961,PMID: 30894373,PMID: 29681454,PMID: 25485619",55,Lung Adenocarcinoma,Primary,Lung,Female,White,Cell Line
SIDM00655,CMP,Cell Line,"PMID: 35084545,PMID: 35839778,PMID: 31500094,PMID: 27397505,PMID: 24812411,PMID: 2842544,PMID: 9331070,PMID: 30894373,PMID: 20164919",Not provided,Testicular Embryonal Carcinoma,Primary,Testis,Male,East Asian,Cell Line
SIDM01021,CMP,Cell Line,"PMID: 35839778,PMID: 3675803,PMID: 10402232,PMID: 2881426,PMID: 27397505,PMID: 2253244,PMID: 9220028,PMID: 30894373,PMID: 20164919",Not provided,Glioblastoma,Primary,Central Nervous System,Male,Not provided,Cell Line
